Employee_ID,Full_Name,Department,Job_Title,Location,Experience_Years,Performance_Rating,Hire_Date,Status
304,Employee 304,Engineering,Engineer,"Delhi, IN",3.8,4.8,2020-01-14,Active
305,Employee 305,Engineering,Engineer,"Tashkent, UZ",4.6,3.4,2021-09-09,Resigned
306,Employee 306,Operations,Senior Engineer,"Delhi, IN",6.6,3.3,2020-03-10,Active
307,Employee 307,Operations,Analyst,"Tashkent, UZ",3.7,4.5,2019-10-23,Active
308,Employee 308,Marketing,Senior Engineer,"Bishkek, KG",8.2,4.1,2017-08-18,Active
309,Employee 309,Finance,Coordinator,"Bishkek, KG",4.7,3.6,2020-09-13,Active
310,Employee 310,Finance,Analyst,"Almaty, KZ",2.4,4.2,2015-06-18,Active
311,Employee 311,HR,Senior Engineer,"Tashkent, UZ",4.4,3.7,2013-10-28,Active
312,Employee 312,Marketing,Specialist,"Almaty, KZ",5.8,3.1,2019-06-24,Active
313,Employee 313,Operations,Lead,"Astana, KZ",11.1,4.0,2017-03-22,Resigned
314,Employee 314,Operations,Analyst,"Istanbul, TR",12.3,4.2,2020-02-24,Active
315,Employee 315,IT Support,Analyst,"Bishkek, KG",11.8,3.1,2014-07-28,Resigned
316,Employee 316,Finance,Specialist,"Istanbul, TR",8.8,1.9,2019-07-19,Resigned
317,Employee 317,IT Support,Analyst,"Istanbul, TR",13.1,3.0,2019-12-15,Active
318,Employee 318,HR,Analyst,"Tashkent, UZ",5.9,3.1,2020-10-13,Active
319,Employee 319,Engineering,Lead,"Istanbul, TR",12.7,2.7,2014-09-10,Active
320,Employee 320,Finance,Manager,"Delhi, IN",8.7,3.6,2013-06-11,Active
321,Employee 321,Operations,Senior Engineer,"Istanbul, TR",14.4,3.8,2012-01-02,Active
322,Employee 322,Finance,Specialist,"Tashkent, UZ",11.6,4.4,2020-10-14,Active
323,Employee 323,Operations,Lead,"Warsaw, PL",6.5,3.4,2022-06-15,Active
324,Employee 324,Marketing,Specialist,"Almaty, KZ",3.4,3.7,2018-06-17,Active
325,Employee 325,Operations,Senior Engineer,"Delhi, IN",13.2,4.5,2019-10-19,Active
326,Employee 326,Operations,Coordinator,"Warsaw, PL",1.4,3.4,2017-06-12,Active
327,Employee 327,IT Support,Specialist,"Tashkent, UZ",2.6,3.2,2017-09-14,Active
328,Employee 328,Operations,Coordinator,"Tashkent, UZ",7.7,3.0,2020-04-14,Active
329,Employee 329,Marketing,Specialist,"Delhi, IN",1.6,2.6,2023-01-23,Active
330,Employee 330,IT Support,Analyst,"Almaty, KZ",10.7,3.1,2020-01-10,Active
331,Employee 331,Engineering,Engineer,"Delhi, IN",10.0,3.9,2020-10-09,Active
332,Employee 332,Operations,Senior Engineer,"Delhi, IN",8.6,4.5,2018-10-04,Resigned
333,Employee 333,Operations,Specialist,"Istanbul, TR",1.6,4.0,2020-08-27,Active
334,Employee 334,Finance,Coordinator,"Istanbul, TR",0.9,3.9,2012-11-25,Active
335,Employee 335,Sales,Senior Engineer,"Warsaw, PL",5.3,3.9,2013-10-03,Active
336,Employee 336,Finance,Manager,"Delhi, IN",0.3,4.2,2015-07-19,Active
337,Employee 337,Engineering,Engineer,"Bishkek, KG",9.3,3.6,2021-03-11,Resigned
338,Employee 338,IT Support,Manager,"Istanbul, TR",4.6,3.8,2021-05-16,Active
339,Employee 339,Engineering,Lead,"Astana, KZ",5.8,3.5,2016-07-23,Active
340,Employee 340,IT Support,Senior Engineer,"Istanbul, TR",1.3,3.0,2014-06-13,Active
341,Employee 341,HR,Specialist,"Bishkek, KG",5.4,2.8,2017-07-21,Resigned
342,Employee 342,Engineering,Coordinator,"Bishkek, KG",13.7,5.0,2020-04-13,Active
343,Employee 343,HR,Senior Engineer,"Tashkent, UZ",6.5,3.6,2024-03-08,Active
344,Employee 344,Engineering,Analyst,"Astana, KZ",8.2,3.8,2024-03-18,Active
345,Employee 345,IT Support,Coordinator,"Istanbul, TR",3.6,3.2,2018-07-21,Active
346,Employee 346,Sales,Manager,"Tashkent, UZ",7.6,4.0,2015-08-22,Resigned
347,Employee 347,Marketing,Specialist,"Tashkent, UZ",13.5,2.9,2015-07-20,Active
348,Employee 348,Sales,Coordinator,"Istanbul, TR",1.8,3.2,2020-02-18,Active
349,Employee 349,Marketing,Coordinator,"Istanbul, TR",5.8,3.0,2016-01-13,Active
350,Employee 350,Marketing,Coordinator,"Astana, KZ",12.8,2.7,2017-04-22,Active
351,Employee 351,Engineering,Analyst,"Delhi, IN",12.1,3.6,2023-05-03,Active
352,Employee 352,Sales,Lead,"Istanbul, TR",6.0,3.1,2017-07-28,Active
353,Employee 353,IT Support,Lead,"Warsaw, PL",12.9,4.0,2012-06-22,Active
354,Employee 354,Marketing,Manager,"Tashkent, UZ",0.4,4.1,2023-12-15,Active
355,Employee 355,IT Support,Analyst,"Bishkek, KG",13.6,4.1,2016-10-24,Active
356,Employee 356,Marketing,Manager,"Almaty, KZ",0.6,4.0,2014-07-07,Active
357,Employee 357,Sales,Lead,"Bishkek, KG",0.6,3.2,2014-10-27,Active
358,Employee 358,Finance,Specialist,"Warsaw, PL",3.8,4.7,2018-11-22,Active
359,Employee 359,Engineering,Coordinator,"Almaty, KZ",11.5,2.6,2021-10-23,Resigned
360,Employee 360,Sales,Engineer,"Warsaw, PL",0.6,2.2,2017-04-25,Active
361,Employee 361,Marketing,Manager,"Almaty, KZ",10.4,2.6,2015-05-17,Resigned
362,Employee 362,Finance,Analyst,"Bishkek, KG",10.4,4.4,2023-12-27,Active
363,Employee 363,Marketing,Specialist,"Bishkek, KG",0.8,3.3,2020-03-16,Active
364,Employee 364,Engineering,Coordinator,"Warsaw, PL",12.1,2.8,2016-03-18,Resigned
365,Employee 365,IT Support,Senior Engineer,"Warsaw, PL",8.2,3.6,2017-06-14,Resigned
366,Employee 366,Marketing,Senior Engineer,"Tashkent, UZ",2.0,3.9,2023-08-22,Active
367,Employee 367,Marketing,Engineer,"Astana, KZ",7.7,1.8,2017-12-10,Resigned
368,Employee 368,Marketing,Specialist,"Astana, KZ",8.4,4.2,2017-11-27,Resigned
369,Employee 369,Finance,Senior Engineer,"Istanbul, TR",10.2,4.9,2024-07-27,Active
370,Employee 370,Marketing,Engineer,"Tashkent, UZ",5.4,5.0,2015-01-02,Active
371,Employee 371,HR,Engineer,"Astana, KZ",10.5,3.2,2017-08-15,Active
372,Employee 372,HR,Specialist,"Astana, KZ",1.1,3.7,2012-08-25,Active
373,Employee 373,Marketing,Analyst,"Warsaw, PL",14.7,3.2,2019-07-16,Active
374,Employee 374,Operations,Engineer,"Tashkent, UZ",5.4,3.5,2013-11-10,Active
375,Employee 375,Marketing,Lead,"Warsaw, PL",3.8,3.6,2012-01-25,Active
376,Employee 376,Sales,Analyst,"Tashkent, UZ",2.8,4.0,2022-09-28,Active
377,Employee 377,Marketing,Engineer,"Astana, KZ",11.8,4.2,2017-07-06,Active
378,Employee 378,HR,Senior Engineer,"Tashkent, UZ",5.5,2.4,2020-06-27,Active
379,Employee 379,Sales,Engineer,"Almaty, KZ",1.6,4.2,2023-07-02,Active
380,Employee 380,Finance,Manager,"Bishkek, KG",11.0,1.9,2016-10-19,Active
381,Employee 381,Sales,Senior Engineer,"Warsaw, PL",2.5,1.6,2013-01-28,Active
382,Employee 382,Sales,Lead,"Astana, KZ",5.6,4.3,2012-10-28,Active
383,Employee 383,Operations,Senior Engineer,"Bishkek, KG",4.2,3.1,2018-06-03,Active
384,Employee 384,Marketing,Senior Engineer,"Istanbul, TR",13.6,2.8,2014-07-10,Resigned
385,Employee 385,IT Support,Lead,"Delhi, IN",5.2,3.7,2017-09-15,Active
386,Employee 386,Operations,Coordinator,"Warsaw, PL",2.3,3.9,2018-10-20,Resigned
387,Employee 387,IT Support,Lead,"Almaty, KZ",10.1,3.1,2021-07-12,Active
388,Employee 388,Marketing,Analyst,"Astana, KZ",13.0,3.2,2020-11-01,Active
389,Employee 389,Sales,Lead,"Warsaw, PL",6.7,4.6,2017-09-19,Active
390,Employee 390,HR,Senior Engineer,"Delhi, IN",8.5,4.2,2018-05-04,Active
391,Employee 391,Sales,Lead,"Delhi, IN",1.7,4.0,2013-04-17,Active
392,Employee 392,Marketing,Senior Engineer,"Bishkek, KG",8.3,3.1,2015-09-19,Active
393,Employee 393,Marketing,Specialist,"Delhi, IN",8.5,4.3,2024-08-05,Active
394,Employee 394,Operations,Lead,"Delhi, IN",12.6,2.6,2013-11-24,Active
395,Employee 395,Finance,Lead,"Istanbul, TR",5.9,4.6,2021-08-25,Resigned
396,Employee 396,HR,Specialist,"Istanbul, TR",0.9,5.0,2015-01-12,Resigned
397,Employee 397,Marketing,Senior Engineer,"Delhi, IN",6.9,3.9,2013-10-28,Active
398,Employee 398,Engineering,Coordinator,"Warsaw, PL",5.3,3.9,2017-12-27,Active
399,Employee 399,IT Support,Lead,"Warsaw, PL",0.2,3.6,2020-12-17,Active
400,Employee 400,Marketing,Engineer,"Bishkek, KG",12.2,4.2,2017-02-12,Active
