id,rate,usage_hours,complaints,customer_left,reason_to_leave
2837,normal,971.644131899393,23,no,0
2838,normal,1025.97979586124,1,no,0
2839,normal,981.04418411734,19,yes,1
2840,premium,1006.51291458191,23,no,0
2841,premium,976.821033666003,14,no,0
2842,premium,1006.01265799132,21,no,0
2843,normal,1010.32280361092,19,no,0
2844,normal,1009.23562107996,4,no,0
2845,normal,1026.97072678517,10,no,0
2846,normal,978.910084044546,19,yes,1
2847,premium,1002.04631798269,7,no,0
2848,normal,1063.35595427047,15,yes,1
2849,normal,1065.85090632307,21,no,0
2850,normal,1038.49167816584,3,yes,1
2851,normal,1067.42562064936,22,yes,1
2852,normal,1015.68467369447,25,no,0
2853,normal,1011.29077748546,16,yes,1
2854,normal,1001.66326610089,25,no,0
2855,premium,1032.74269805238,7,no,0
2856,premium,1043.22428241329,15,no,0
2857,normal,1007.8931957208,27,no,0
2858,normal,983.891712790257,18,no,0
2859,premium,974.6407329082,10,no,0
2860,premium,1033.87471523323,3,no,0
2861,normal,1011.52750958007,10,yes,1
2862,premium,949.72716264173,18,no,0
2863,premium,952.821117497789,25,no,0
2864,premium,980.919173367976,3,yes,1
2865,premium,955.616241828898,4,yes,1
2866,normal,1031.81310395646,9,no,0
2867,premium,1043.7160271365,27,no,0
2868,normal,988.451154702701,0,no,0
2869,normal,1023.04335102705,19,no,0
2870,premium,1011.12560663814,1,no,0
2871,premium,998.306110615512,10,no,0
2872,premium,1011.40555327175,25,no,0
2873,premium,1000.01859452698,13,no,0
2874,premium,988.646136602352,25,no,0
2875,premium,1043.55056922123,8,no,0
2876,normal,999.48062329548,28,no,0
2877,premium,1011.67444828829,12,yes,0
2878,normal,1037.12187848515,4,no,0
2879,normal,1019.85041068536,19,no,0
2880,premium,1013.90692028572,25,no,0
2881,normal,1043.84690599506,25,no,0
2882,premium,997.247775724217,29,no,0
2883,normal,974.675547871897,29,no,0
2884,premium,1023.50319389181,4,yes,0
2885,normal,1027.35006570424,8,no,0
2886,normal,936.387239826045,13,yes,2
2887,normal,914.553556568431,25,no,0
2888,premium,1026.75841409193,1,yes,1
2889,premium,1003.86173441378,12,no,0
2890,normal,996.99639152687,25,no,0
2891,normal,964.48742834918,11,no,0
2892,premium,1005.52573657137,29,no,0
2893,normal,962.524559476842,3,no,0
2894,premium,1029.23822209506,12,no,0
2895,normal,1034.77872598691,17,no,0
2896,normal,981.034099699401,25,no,0
2897,normal,1013.73766017105,14,no,0
2898,normal,927.14272728513,21,no,0
2899,normal,1000.92874296412,0,no,0
2900,normal,1029.95080057198,23,no,0
2901,normal,982.08714304782,14,yes,0
2902,normal,978.579985561117,12,no,0
2903,normal,1026.46442475174,28,no,0
2904,premium,1009.22062270407,27,no,0
2905,premium,978.357599920355,14,no,0
2906,normal,1028.23456479547,26,yes,0
2907,normal,980.471397296663,10,yes,1
2908,normal,1000.79364184986,11,no,0
2909,premium,1018.23334444872,24,yes,2
2910,normal,929.22692059729,0,yes,1
2911,normal,1071.32193265838,8,no,0
2912,normal,1034.6768223587,3,no,0
2913,premium,1055.42092182201,6,no,0
2914,premium,963.111095817907,23,no,0
2915,premium,967.281506481977,3,yes,1
2916,normal,1059.06668422886,21,no,0
2917,premium,1032.40181806189,25,yes,1
2918,normal,1054.26452494095,25,yes,1
2919,premium,1007.69745062204,24,no,0
2920,normal,1009.23762605064,13,no,0
2921,premium,1022.83742569307,14,yes,2
2922,normal,987.550067770417,17,no,0
2923,normal,1016.20590399181,12,yes,2
2924,normal,979.357176225422,16,yes,1
2925,normal,999.175751623901,3,no,0
2926,normal,988.127662104034,23,no,0
2927,normal,1016.59002901172,24,no,0
2928,normal,936.512107194139,21,yes,1
2929,normal,1048.56724355306,28,no,0
2930,premium,1020.06498612427,2,no,0
2931,premium,978.347846213232,25,no,0
2932,normal,939.577305204204,20,no,0
2933,premium,995.720573944057,7,yes,1
2934,normal,1028.62777523552,14,yes,0
2935,normal,1011.44779435532,21,no,0
2936,normal,934.967769863333,2,no,0
2937,premium,1004.75331728991,1,no,0
2938,premium,997.525851722411,13,no,0
2939,normal,995.321988324483,9,no,0
2940,premium,962.413968258932,12,yes,1
2941,premium,1025.09011847125,5,no,0
2942,normal,974.557317519106,2,no,0
2943,premium,995.468789272919,28,yes,1
2944,premium,992.794755149979,7,no,0
2945,premium,1017.38393883131,19,no,0
2946,premium,1093.09054554199,16,no,0
2947,premium,1038.44558047375,19,no,0
2948,normal,968.152611279133,28,yes,1
2949,premium,999.61243824067,23,yes,0
2950,normal,995.890966653036,11,no,0
2951,normal,1016.43057996455,17,no,0
2952,premium,968.467845733788,5,no,0
2953,normal,1073.88133034964,16,no,0
2954,normal,959.218304358254,24,no,0
2955,normal,984.850844182438,22,no,0
2956,normal,1021.30995796884,4,no,0
2957,premium,971.350104675377,25,no,0
2958,premium,1004.34337166272,2,no,0
2959,normal,1057.74459646595,17,no,0
2960,normal,1020.25347511415,26,no,0
2961,normal,1017.10752408757,21,no,0
2962,premium,1114.40882354541,15,no,0
2963,normal,1014.82895411346,17,no,0
2964,normal,988.280159013674,13,yes,1
2965,premium,994.034709072,4,no,0
2966,premium,949.354467850076,15,no,0
2967,normal,1029.15780960731,25,no,0
2968,normal,1017.65415292997,9,yes,0
2969,normal,980.919476449434,13,no,0
2970,normal,969.289374013948,22,yes,1
2971,normal,1010.06844713268,1,no,0
2972,normal,1003.24375656118,17,no,0
2973,normal,995.844918787821,9,no,0
2974,premium,995.089699926234,15,yes,1
2975,normal,973.418877863613,10,no,0
2976,normal,1047.49440926125,20,no,0
2977,normal,1003.88589841047,15,no,0
2978,normal,975.176970757468,9,no,0
2979,normal,1008.13531804664,9,no,0
2980,premium,932.150057106868,29,no,0
2981,normal,1043.03738192471,28,no,0
2982,premium,1011.3172588686,6,no,0
2983,normal,981.292179242516,22,yes,2
2984,normal,1009.69591972302,7,no,0
2985,premium,945.278211251244,6,no,0
2986,premium,1011.60964447152,8,yes,1
2987,normal,1042.58354185889,1,no,0
2988,premium,987.30141851632,13,no,0
2989,normal,978.428255646946,19,no,0
2990,normal,1000.19455830126,22,no,0
2991,premium,982.267777734183,7,no,0
2992,premium,1022.31910504727,8,no,0
2993,premium,1011.19714249759,8,no,0
2994,normal,965.066423018457,18,yes,1
2995,premium,992.66281930005,23,no,0
2996,premium,1002.5121649289,28,no,0
2997,premium,1018.58772480276,21,no,0
2998,premium,1005.01542947756,16,yes,1
2999,normal,970.70880322327,3,no,0
3000,normal,980.168782325674,19,no,0
3001,premium,1043.1517860398,5,no,0
3002,normal,986.14153246563,10,no,0
3003,premium,965.497730965608,27,no,0
3004,premium,954.989878262702,25,no,0
3005,premium,982.688951641068,9,no,0
3006,normal,969.826208656347,24,no,0
3007,normal,931.9692092498,29,yes,1
3008,normal,997.84952941755,2,yes,1
3009,normal,964.785683533679,16,no,0
3010,premium,1023.66104768158,29,no,0
3011,normal,976.810508771242,4,no,0
3012,normal,1011.023631393,2,no,0
3013,premium,1031.18553168373,6,no,0
3014,premium,963.877900140061,22,yes,2
3015,premium,974.422771611737,25,no,0
3016,normal,989.081178795221,22,no,0
3017,normal,973.891088503701,15,no,0
3018,premium,984.136752489892,17,no,0
3019,normal,963.646337242499,18,yes,0
3020,normal,989.354198342061,11,no,0
3021,premium,982.567319335544,10,no,0
3022,premium,968.534405282277,20,yes,1
3023,normal,1106.67299521195,22,no,0
3024,premium,1049.34672144769,25,no,0
3025,premium,963.822404506322,5,no,0
3026,premium,1048.09287762536,11,no,0
3027,normal,1028.39659383117,20,yes,0
3028,normal,1052.41992931813,3,no,0
3029,normal,969.570979431863,9,no,0
3030,premium,995.300374281847,3,no,0
3031,premium,991.263385769697,5,no,0
3032,premium,1011.00671962675,11,no,0
3033,normal,1005.62102615262,20,no,0
3034,normal,1019.38877152686,28,no,0
3035,normal,955.524143863331,15,no,0
3036,normal,1036.64164073758,1,no,0
3037,normal,1010.6265156193,6,yes,1
3038,premium,991.152166250199,29,no,0
3039,normal,964.733515484293,28,no,0
3040,normal,961.469297916731,4,no,0
3041,normal,1027.34589890569,3,no,0
3042,normal,947.75768424116,1,yes,2
3043,normal,1006.93244944922,18,yes,1
3044,normal,1026.89973269979,21,no,0
3045,normal,988.164815492728,21,no,0
3046,normal,989.115301225662,26,no,0
3047,normal,955.346999876706,4,yes,1
3048,normal,989.30617604498,0,no,0
3049,premium,1007.62966327162,28,no,0
3050,normal,1027.6141174753,17,no,0
3051,normal,990.170714952337,4,yes,0
3052,premium,967.530481832725,22,no,0
3053,normal,970.163151693008,15,yes,1
3054,premium,986.342631794327,5,yes,0
3055,premium,975.118441680266,11,no,0
3056,premium,1004.87035528517,28,no,0
3057,premium,958.554464680463,9,yes,0
3058,normal,996.627664405004,4,yes,1
3059,normal,973.321547954978,6,no,0
3060,normal,995.378380331032,14,no,0
3061,normal,976.186164450666,22,yes,1
3062,normal,1006.12514844332,17,no,0
3063,premium,944.611176995367,15,no,0
3064,premium,940.490221015666,11,no,0
3065,normal,966.814071074569,26,yes,0
3066,premium,1000.94366424078,15,yes,1
3067,normal,1009.16080178289,11,no,0
3068,normal,933.659512762281,4,no,0
3069,normal,998.093805513146,23,no,0
3070,normal,987.654950774139,13,yes,1
3071,premium,958.30729170131,26,yes,1
3072,premium,983.181554810105,15,no,0
3073,premium,1001.35550718804,24,yes,0
3074,premium,997.785749087557,1,no,0
3075,normal,1008.69656667564,29,no,0
3076,normal,1024.24378191983,25,yes,1
3077,normal,1024.98699181457,18,yes,0
3078,premium,960.591005497058,12,no,0
3079,normal,1050.44248268028,25,no,0
3080,normal,918.254059465217,16,yes,1
3081,normal,1005.06424995598,16,no,0
3082,premium,987.358864306787,23,no,0
3083,normal,968.290223850084,24,no,0
3084,premium,986.593542586889,18,yes,0
3085,premium,999.105803903819,12,yes,1
3086,premium,1009.8318357077,13,yes,0
3087,premium,911.346581300138,25,no,0
3088,premium,976.288037240038,6,no,0
3089,premium,981.292499990716,26,no,0
3090,premium,1005.7608989966,0,no,0
3091,normal,989.026063275644,8,no,0
3092,normal,1048.07114509248,5,no,0
3093,normal,985.537015021242,7,yes,1
3094,premium,994.134391853306,3,no,0
3095,normal,1003.24218614579,13,yes,0
3096,normal,967.653588102167,24,yes,0
3097,premium,1016.84833005159,5,yes,0
3098,normal,1016.3706685626,17,no,0
3099,normal,1047.87148763331,4,yes,1
3100,premium,990.548691163369,24,yes,0
3101,normal,926.998190278798,4,no,0
3102,premium,1048.41756430915,24,yes,1
3103,normal,956.878844875697,10,no,0
3104,premium,1008.73157877726,12,no,0
3105,premium,1000.37727418693,4,no,0
3106,premium,1015.5385120229,11,yes,0
3107,normal,942.758433243944,1,yes,1
3108,premium,1022.19743821796,23,yes,1
3109,normal,1052.14189897186,24,yes,1
3110,premium,946.797784546786,15,no,0
3111,normal,987.345528137482,1,no,0
3112,premium,977.359657267103,17,no,0
3113,premium,960.88959836365,28,yes,1
3114,normal,1018.44486741493,4,no,0
3115,premium,1001.10087796282,1,no,0
3116,premium,972.024071381513,17,no,0
3117,premium,973.033185761241,20,no,0
3118,premium,1036.04692335685,28,no,0
3119,premium,990.085719481032,7,no,0
3120,normal,998.214679396202,18,no,0
3121,premium,970.679483165502,3,no,0
3122,premium,1016.43571977997,29,no,0
3123,normal,1005.1118281338,7,yes,1
3124,normal,998.046675746978,18,no,0
3125,normal,1004.00580628542,11,yes,0
3126,premium,990.918717907656,4,no,0
3127,premium,1018.31036121566,10,no,0
3128,normal,945.780382859625,21,no,0
3129,normal,1015.12696852187,29,no,0
3130,premium,979.866206813993,6,yes,1
3131,premium,1015.05682956507,7,yes,1
3132,normal,953.627301258292,24,no,0
3133,normal,1006.54202581433,29,yes,0
3134,normal,985.081916555335,12,no,0
3135,premium,999.397792483036,11,no,0
3136,premium,1023.69226727706,13,no,0
3137,normal,1051.2913732886,23,no,0
3138,premium,1006.01899379891,26,no,0
3139,premium,966.236796604441,1,no,0
3140,normal,997.036629915468,24,no,0
3141,normal,1011.41959944631,30,no,0
3142,normal,976.746246182518,5,no,0
3143,normal,1031.03156476135,25,no,0
3144,normal,921.475741513817,13,no,0
3145,normal,1044.19283476874,10,no,0
3146,normal,997.885771701982,10,yes,1
3147,normal,966.059326090929,11,no,0
3148,normal,985.098440263993,13,no,0
3149,normal,973.140572484135,10,yes,2
3150,normal,1023.17060061166,24,no,0
3151,premium,986.619778905681,23,no,0
3152,normal,964.980341595438,10,no,0
3153,premium,1007.06587703414,22,no,0
3154,normal,1045.26891621099,30,yes,1
3155,normal,1034.43148066624,28,no,0
3156,normal,1012.0785867088,7,yes,1
3157,premium,1049.57523054207,2,yes,1
3158,premium,965.40790213336,18,no,0
3159,normal,989.829523776415,1,no,0
3160,premium,1013.22462778283,24,no,0
3161,normal,1022.49973026201,10,yes,1
3162,normal,1022.40186601841,10,no,0
3163,premium,988.195091096136,10,yes,0
3164,premium,1024.1331900139,1,no,0
3165,normal,999.185663778638,12,yes,1
3166,premium,1011.18714976782,17,no,0
3167,normal,1022.45769656209,26,yes,1
3168,premium,1013.13366549497,9,no,0
3169,normal,1027.68676163546,9,no,0
3170,premium,1067.51451724733,30,no,0
3171,normal,1033.1618870268,11,no,0
3172,normal,971.701603226407,5,no,0
3173,premium,1002.12410691919,10,no,0
3174,normal,960.086603037435,14,no,0
3175,normal,1030.59147817286,29,no,0
3176,premium,1025.82405133484,0,no,0
3177,normal,1048.29371163283,16,no,0
3178,premium,1013.59145954487,15,no,0
3179,premium,1017.3376899718,5,no,0
3180,premium,1004.83860099486,15,yes,0
3181,premium,1040.15478928977,14,yes,0
3182,premium,1037.0884276569,14,no,0
3183,premium,979.895859379882,14,no,0
3184,normal,1002.80215739835,9,no,0
3185,normal,962.841715330534,24,no,0
3186,premium,997.034723915593,17,no,0
3187,premium,1029.48573396536,4,no,0
3188,normal,948.000489602606,24,no,0
3189,normal,977.018700615857,24,yes,1
3190,premium,957.307461053584,8,no,0
3191,normal,978.47415032915,18,yes,2
3192,normal,970.791415970196,15,yes,1
3193,normal,946.387518809611,18,yes,0
3194,premium,993.436205195158,27,no,0
3195,premium,1005.8325345861,17,no,0
3196,normal,1003.04258466701,11,yes,0
3197,normal,995.965864159141,12,no,0
3198,normal,1011.54710177933,8,yes,2
3199,normal,1026.59934219395,21,no,0
3200,premium,996.558843101654,3,no,0
3201,normal,960.103316949391,18,no,0
3202,normal,1063.14653407161,21,no,0
3203,premium,1006.08117636588,21,no,0
3204,premium,986.354816450817,15,no,0
3205,normal,1015.33129560153,22,yes,1
3206,premium,1012.08133328789,21,no,0
3207,normal,993.307441959949,9,yes,1
3208,normal,961.096346895057,7,yes,0
3209,normal,980.657739497389,25,no,0
3210,normal,1026.30344158311,9,yes,0
3211,premium,1051.96104753774,13,no,0
3212,normal,1002.33675371773,22,no,0
3213,premium,1035.2274255462,27,no,0
3214,premium,1002.37167433951,9,yes,0
3215,premium,1039.32863237388,3,no,0
3216,normal,1039.18204786842,22,yes,1
3217,normal,1010.90382270179,5,no,0
3218,premium,1041.05773079435,16,no,0
3219,premium,958.355278528058,7,no,0
3220,premium,981.450125278143,19,no,0
3221,premium,974.263524051033,3,no,0
3222,premium,1034.65771925307,23,no,0
3223,premium,991.371933329419,15,yes,0
3224,premium,987.351509951655,0,no,0
3225,normal,1018.89380948313,6,no,0
3226,premium,1020.31729165104,26,no,0
3227,premium,1011.52761041179,11,no,0
3228,premium,972.135513616107,12,yes,1
3229,premium,1045.49672608078,2,yes,1
3230,normal,1032.62151718391,14,no,0
3231,normal,990.449430934336,5,no,0
3232,normal,1009.79002961841,6,no,0
3233,premium,987.2555429038,20,no,0
3234,normal,995.525344351647,17,no,0
3235,normal,1008.71098658478,9,no,0
3236,premium,1016.59889552306,23,no,0
3237,premium,1020.69527210501,25,no,0
3238,normal,1066.37631045706,4,no,0
3239,premium,978.352244567418,4,yes,1
3240,normal,1053.99352609446,7,yes,0
3241,premium,979.742047742173,11,yes,0
3242,premium,998.787017374276,7,no,0
3243,premium,1058.66110431299,22,no,0
3244,premium,1027.48795738941,29,yes,1
3245,normal,1008.67613093891,27,yes,1
3246,premium,980.54722102981,3,no,0
3247,premium,1070.67695590492,20,no,0
3248,normal,1039.00438211405,23,no,0
3249,normal,996.316977237594,11,yes,1
3250,premium,1051.69270873183,17,no,0
3251,normal,1031.92883539457,24,no,0
3252,premium,964.076203157224,27,no,0
3253,normal,971.75765592482,8,yes,0
3254,premium,999.745098566897,10,no,0
3255,normal,1007.03524414005,8,no,0
3256,normal,997.206496815832,13,no,0
3257,normal,1016.78402977119,24,no,0
3258,premium,1008.56862117838,29,no,0
3259,premium,1014.13228345677,9,no,0
3260,premium,954.827076804414,4,no,0
3261,normal,1023.2805559456,15,no,0
3262,premium,971.778694568331,26,no,0
3263,premium,959.125628012801,11,no,0
3264,normal,957.365681323256,27,no,0
3265,premium,1048.93735343122,20,no,0
3266,normal,991.685481075262,26,no,0
3267,premium,989.913976421041,14,no,0
3268,normal,982.659692946128,4,yes,2
3269,premium,993.732295418,13,no,0
3270,normal,1023.9371286994,4,yes,1
3271,premium,1033.63207361462,26,no,0
3272,premium,999.819898721496,3,no,0
3273,normal,968.030983286969,15,yes,1
3274,normal,974.745789435935,24,yes,1
3275,normal,994.519530357796,24,yes,0
3276,premium,1019.9293473164,7,no,0
3277,premium,1012.36158926177,10,no,0
3278,premium,945.411639083645,26,no,0
3279,normal,982.335737676965,22,yes,0
3280,normal,1030.06684814338,21,no,0
3281,premium,991.2232734486,6,no,0
3282,premium,992.184518278031,1,no,0
3283,normal,995.9507034435,27,no,0
3284,normal,1005.34687199718,6,no,0
3285,premium,1033.79914906503,25,no,0
3286,premium,985.716740037788,5,no,0
3287,premium,1031.43800817858,21,no,0
3288,normal,981.821238826515,14,no,0
3289,premium,1019.91727205377,26,yes,1
3290,premium,1002.86400452479,21,no,0
3291,premium,1019.85801198512,5,no,0
3292,normal,978.573311891992,20,no,0
3293,normal,945.408244198244,3,yes,1
3294,premium,994.631531490794,7,no,0
3295,premium,998.100664138338,26,yes,0
3296,normal,1024.79518285199,18,yes,1
3297,premium,999.619236064888,16,no,0
3298,premium,1016.89157317757,13,no,0
3299,normal,995.708324311412,3,yes,1
3300,normal,1038.43744557306,8,yes,0
3301,premium,969.116854756944,10,no,0
3302,premium,957.461639963649,28,yes,1
3303,normal,999.577571307328,8,no,0
3304,normal,1050.23111912779,25,no,0
3305,normal,1001.66544872484,12,no,0
3306,normal,993.100482296696,19,no,0
3307,premium,1006.30453043538,1,no,0
3308,premium,991.486034244739,7,yes,1
3309,premium,987.082030866169,7,yes,1
3310,normal,1039.73248460669,8,no,0
3311,normal,1019.23721177099,16,yes,1
3312,premium,966.974212667994,1,no,0
3313,premium,1036.54102354987,27,no,0
3314,premium,1049.38534500131,12,yes,1
3315,premium,985.483607332098,18,no,0
3316,normal,1049.29294446774,24,yes,1
3317,premium,998.983607126482,27,no,0
3318,normal,1031.35768773292,7,no,0
3319,premium,998.446921440396,1,no,0
3320,normal,964.051540494797,26,no,0
3321,normal,1000.21789445221,26,no,0
3322,premium,1003.52351091122,7,no,0
3323,premium,982.963784855967,16,no,0
3324,premium,994.147028462046,26,no,0
3325,normal,995.585856030197,21,no,0
3326,premium,1003.87789477619,28,yes,1
3327,normal,992.065325694774,22,no,0
3328,premium,1004.62000593663,24,no,0
3329,normal,964.842810107718,15,yes,0
3330,premium,1018.83603154467,4,no,0
3331,normal,1015.87303755441,17,yes,1
3332,normal,967.051508478485,8,no,0
3333,normal,978.103900459399,5,yes,1
3334,premium,981.248699315003,9,no,0
3335,premium,961.102647108614,28,no,0
3336,premium,993.125393527941,5,yes,1
3337,normal,1032.00001528639,6,yes,0
3338,premium,997.450762318885,28,no,0
3339,normal,994.480206493154,3,no,0
3340,premium,960.282681546625,6,yes,1
3341,normal,960.935138161742,15,no,0
3342,normal,1011.97311770801,27,yes,1
3343,premium,993.081823230345,5,no,0
3344,normal,1037.83420556286,9,no,0
3345,normal,993.417970106012,18,no,0
3346,premium,990.171063376469,13,no,0
3347,normal,1001.37949187079,10,no,0
3348,premium,951.149267847464,28,yes,1
3349,normal,964.004357932603,6,no,0
3350,premium,997.314746002833,7,no,0
3351,normal,1031.00344380886,27,no,0
3352,normal,969.668740816854,29,no,0
3353,normal,987.572120440973,28,no,0
3354,premium,995.473942367287,24,no,0
3355,normal,984.608144137722,29,no,0
3356,normal,1012.70698822842,29,no,0
3357,normal,946.767812033778,11,no,0
3358,premium,991.033216502639,29,yes,1
3359,normal,1017.41853262671,20,yes,1
3360,premium,1008.4824502782,1,no,0
3361,normal,1033.55372008287,11,yes,1
3362,premium,1027.94074198695,11,no,0
3363,premium,993.229976141587,18,no,0
3364,premium,995.797183354908,18,yes,0
3365,premium,1006.29154206671,7,no,0
3366,premium,1003.20761014605,8,no,0
3367,normal,1036.11674231881,10,yes,0
3368,premium,929.265835298264,27,yes,2
3369,normal,981.472022362349,1,yes,1
3370,premium,1001.33653010224,21,no,0
3371,premium,992.286563912335,28,no,0
3372,premium,992.716009479147,19,no,0
3373,premium,1029.15111945473,16,yes,0
3374,premium,1008.17343987619,1,no,0
3375,normal,992.752597657147,24,yes,0
3376,normal,1008.92563386142,14,no,0
3377,premium,1016.73276589972,28,no,0
3378,normal,971.06911393713,5,yes,1
3379,premium,1004.56221878137,10,no,0
3380,premium,985.156347095321,5,no,0
3381,normal,1010.15730599735,26,yes,1
3382,normal,983.179201156983,18,yes,1
3383,premium,984.391582123466,3,no,0
3384,premium,942.811208229942,6,yes,0
3385,normal,1013.04713707485,13,no,0
3386,normal,1000.94936803022,28,no,0
3387,premium,1016.38893064193,14,no,0
3388,normal,985.964720753639,29,no,0
3389,premium,1076.40396104632,7,no,0
3390,normal,1041.64828389894,12,no,0
3391,premium,986.744273037795,14,yes,0
3392,premium,993.880697885762,20,no,0
3393,normal,965.760123895385,27,no,0
3394,premium,968.483091140293,9,no,0
3395,normal,1022.58718249662,7,no,0
3396,normal,995.232431315348,16,no,0
3397,normal,998.655744373411,21,no,0
3398,premium,951.693321046798,30,no,0
3399,premium,1004.52028042604,21,yes,0
3400,normal,944.319240068916,14,yes,2
3401,premium,970.773099541422,4,no,0
3402,premium,1048.49760455477,3,no,0
3403,normal,995.076221746314,18,no,0
3404,normal,1000.36612205328,3,no,0
3405,premium,1007.17239181695,21,no,0
3406,premium,992.401871482801,27,no,0
3407,normal,993.146350306813,26,yes,1
3408,premium,984.094004892449,11,yes,2
3409,premium,979.435162438611,9,no,0
3410,premium,992.299736080695,7,no,0
3411,normal,1027.83382381073,27,yes,0
3412,premium,1045.90409104196,29,no,0
3413,premium,951.369819722967,21,yes,0
3414,normal,1065.70043418848,21,no,0
3415,normal,981.445555129889,18,no,0
3416,normal,1027.24970083616,20,no,0
3417,normal,1033.96839497203,10,no,0
3418,premium,977.555313718346,19,yes,0
3419,normal,1008.25031809387,21,no,0
3420,normal,1002.02228546668,11,yes,1
3421,normal,981.781562546294,28,no,0
3422,premium,1018.7419268433,11,no,0
3423,normal,1007.95540389768,15,no,0
3424,normal,1016.3115657262,2,no,0
3425,normal,1042.33533768804,6,yes,1
3426,premium,994.837872206652,24,no,0
3427,normal,1044.38605208276,17,no,0
3428,normal,996.583614773039,2,no,0
3429,premium,1049.18027961673,16,no,0
3430,premium,976.440857329009,22,yes,1
3431,normal,960.163158137045,7,no,0
3432,normal,974.921642870482,19,no,0
3433,premium,1044.01162062302,19,yes,1
3434,premium,1020.3908418528,18,no,0
3435,normal,1041.34659018457,28,no,0
3436,normal,991.158882829876,9,no,0
3437,premium,1037.22404199934,12,yes,2
3438,premium,996.550440139671,24,no,0
3439,premium,984.255579207114,4,yes,1
3440,premium,1015.97934385011,16,yes,1
3441,normal,984.971876853927,14,no,0
3442,premium,1013.75471636011,20,yes,1
3443,premium,992.329006887295,15,yes,0
3444,premium,941.804003897343,6,no,0
3445,premium,994.952408445033,13,no,0
3446,premium,1054.1673665375,29,yes,2
3447,normal,1033.3014630579,12,no,0
3448,normal,1002.83318877621,12,no,0
3449,premium,1052.94236756846,3,yes,1
3450,premium,1047.56553768194,16,no,0
3451,normal,1003.10564579867,19,no,0
3452,premium,981.732691126841,17,yes,1
3453,normal,952.399412415848,29,no,0
3454,premium,1074.59857797501,16,no,0
3455,normal,955.969674959615,11,no,0
3456,premium,1030.7845696346,25,no,0
3457,premium,1011.60668226097,27,yes,1
3458,premium,993.66967572012,24,no,0
3459,premium,982.250769554788,24,no,0
3460,normal,973.813612870684,15,no,0
3461,normal,1014.54872886001,29,no,0
3462,normal,1025.90549208833,16,yes,1
3463,premium,969.736583344587,3,no,0
3464,normal,1039.95100665481,14,no,0
3465,premium,1040.72801812045,22,no,0
3466,normal,994.762041930722,15,no,0
3467,premium,975.361291179784,25,no,0
3468,premium,1049.33991360191,25,no,0
3469,premium,1022.73266848021,25,no,0
3470,normal,1008.95207981869,1,yes,1
3471,premium,947.78958549955,21,yes,1
3472,premium,1029.88836365473,9,yes,1
3473,premium,938.602715922631,5,no,0
3474,normal,950.592410687429,13,no,0
3475,premium,1021.51177822447,15,no,0
3476,premium,978.916695118449,25,no,0
3477,premium,1031.52311675285,27,no,0
3478,normal,994.605850306393,9,yes,0
3479,normal,1016.72306928191,7,no,0
3480,normal,1031.15524788099,21,no,0
3481,premium,996.489016141607,24,yes,0
3482,premium,1044.50364541821,6,no,0
3483,normal,949.417838718156,28,yes,0
3484,premium,982.139633524687,27,no,0
3485,normal,1034.10892397631,11,no,0
3486,normal,991.383926911831,10,no,0
3487,normal,967.236939693092,8,no,0
3488,premium,933.718131056268,24,yes,1
3489,normal,989.053418609095,2,no,0
3490,premium,986.278069857556,12,no,0
3491,premium,1005.093757683,2,no,0
3492,normal,993.714968983624,5,no,0
3493,premium,987.325129284408,1,yes,1
3494,premium,1008.20082972395,17,no,0
3495,premium,1022.64704570553,13,no,0
3496,premium,1001.70496452499,26,no,0
3497,premium,983.640319265826,1,no,0
3498,normal,1033.3771007428,9,no,0
3499,normal,1009.28881127084,23,no,0
3500,normal,1024.11739790973,20,no,0
3501,normal,989.636930153862,13,no,0
3502,premium,1033.28160160663,19,no,0
3503,premium,997.926924341371,21,no,0
3504,premium,927.521114028685,8,yes,1
3505,premium,956.649239169201,3,no,0
3506,normal,985.102964024923,10,no,0
3507,premium,1003.08160150666,6,no,0
3508,normal,986.811227738675,17,no,0
3509,normal,1015.47945089186,1,no,0
3510,premium,996.409398236716,4,no,0
3511,premium,996.717156087968,26,no,0
3512,normal,1005.84711392188,4,yes,0
3513,premium,1017.55386296073,25,yes,1
3514,premium,973.644407809522,26,no,0
3515,normal,1016.16069318357,24,yes,0
3516,premium,1046.93876506774,29,no,0
3517,normal,1061.15452872813,21,no,0
3518,premium,956.104534225152,28,yes,0
3519,normal,956.825973298126,20,yes,0
3520,premium,980.321930598959,12,no,0
3521,normal,955.144427626903,11,no,0
3522,normal,1042.75344524857,13,no,0
3523,premium,1061.76078590927,22,no,0
3524,normal,991.063658882426,17,no,0
3525,normal,1006.67497698893,29,no,0
3526,normal,1003.28315811455,28,no,0
3527,normal,1024.74867976735,14,no,0
3528,premium,1011.39863219993,22,no,0
3529,premium,968.740585506527,9,yes,1
3530,premium,1000.6952991498,26,yes,2
3531,premium,995.246067010336,16,no,0
3532,normal,923.411323327926,10,no,0
3533,premium,1006.10187184812,28,no,0
3534,normal,1003.91588316019,15,no,0
3535,normal,1071.47843809743,18,yes,1
3536,premium,1032.71939449176,23,no,0
3537,normal,996.724642175919,5,yes,1
3538,premium,965.177514986199,7,no,0
3539,premium,967.869114775265,11,yes,1
3540,normal,1014.41267595351,22,no,0
3541,premium,942.417346600432,2,yes,2
3542,premium,961.184378034116,25,no,0
